"year","name","n"
1998,"Krystyn",10
1998,"Krystyna",28
1998,"Krzysztof",8
1999,"Kraig",38
1999,"Kramer",6
1999,"Kree",7
1999,"Kris",67
1999,"Krischan",5
1999,"Krisean",6
1999,"Krish",9
1999,"Krisha",6
1999,"Krishan",14
1999,"Krishana",8
1999,"Krishauna",6
1999,"Krishawn",7
1999,"Krishawna",6
1999,"Krishma",6
1999,"Krishna",105
1999,"Krislyn",38
1999,"Krislynn",13
1999,"Krisna",6
1999,"Krissa",16
1999,"Krissie",10
1999,"Krissy",19
1999,"Krist",5
1999,"Krista",806
1999,"Kristain",7
1999,"Kristal",155
1999,"Kristalyn",12
1999,"Kristan",50
1999,"Kristasia",6
1999,"Kristeen",12
1999,"Kristeena",5
1999,"Kristel",12
1999,"Kristell",6
1999,"Kristelle",6
1999,"Kristen",2862
1999,"Kristena",9
1999,"Kristi",186
1999,"Kristian",735
1999,"Kristiana",79
1999,"Kristianna",26
1999,"Kristie",136
1999,"Kristien",6
1999,"Kristin",1206
1999,"Kristina",1453
1999,"Kristine",284
1999,"Kristion",12
1999,"Kristjan",13
1999,"Kristof",10
1999,"Kristofer",176
1999,"Kristoff",9
1999,"Kristoffer",48
1999,"Kristofor",6
1999,"Kriston",11
1999,"Kristopher",975
1999,"Kristy",264
1999,"Kristyanna",6
1999,"Kristyle",5
1999,"Kristyn",130
1999,"Kristyna",12
1999,"Krithi",5
1999,"Krithika",8
1999,"Kriti",10
1999,"Kron",5
1999,"Kross",20
1999,"Krupa",18
1999,"Kruti",10
1999,"Kruz",8
1999,"Kryslyn",8
1999,"Kryssa",6
1999,"Krysta",160
1999,"Krystal",929
1999,"Krystalee",6
1999,"Krystalyn",8
1999,"Krystalynn",6
1999,"Krystan",11
1999,"Krystel",9
1999,"Krystelle",5
1999,"Krysten",88
1999,"Krysti",5
1999,"Krystian",65
1999,"Krystiana",12
1999,"Krystie",5
1999,"Krystin",51
1999,"Krystina",64
1999,"Krystine",14
1999,"Krystle",45
1999,"Krystofer",9
1999,"Krystopher",20
1999,"Krysty",5
1999,"Krystyn",19
1999,"Krystyna",34
1999,"Krzysztof",14
2000,"Kraig",29
2000,"Kramer",8
2000,"Kreed",6
2000,"Kreg",7
2000,"Krew",5
2000,"Krimson",5
2000,"Kris",63
2000,"Krisandra",5
2000,"Krischan",5
2000,"Krish",16
2000,"Krisha",11
2000,"Krishan",13
2000,"Krishaun",7
2000,"Krishauna",9
2000,"Krishawn",7
2000,"Krishna",84
2000,"Krishon",6
2000,"Krislyn",51
2000,"Krislynn",19
2000,"Krisna",14
2000,"Kriss",6
2000,"Krissa",13
2000,"Krissandra",5
2000,"Krissia",8
2000,"Krissy",26
2000,"Krista",695
2000,"Kristal",139
2000,"Kristalyn",11
2000,"Kristalynn",6
2000,"Kristan",71
2000,"Kristeen",7
2000,"Kristeena",8
2000,"Kristel",20
2000,"Kristen",2365
2000,"Kristena",5
2000,"Krister",6
2000,"Kristi",173
2000,"Kristian",748
2000,"Kristiana",75
2000,"Kristianna",23
2000,"Kristie",89
2000,"Kristien",5
2000,"Kristin",1067
2000,"Kristina",1433
2000,"Kristine",312
2000,"Kristion",22
2000,"Kristjan",5
2000,"Kristof",10
2000,"Kristofer",193
2000,"Kristoff",9
2000,"Kristoffer",52
2000,"Kriston",22
2000,"Kristopher",1026
2000,"Kristos",8
2000,"Kristy",268
2000,"Kristyana",12
2000,"Kristyanna",9
2000,"Kristyn",144
2000,"Kristyna",13
2000,"Krithika",6
2000,"Kriti",8
2000,"Kritika",5
2000,"Krizia",9
2000,"Kron",7
2000,"Kross",7
2000,"Krupa",13
2000,"Kruti",10
2000,"Kruz",5
2000,"Krya",5
2000,"Kryslyn",6
2000,"Kryssa",6
2000,"Krysta",137
2000,"Krystal",889
2000,"Krystalyn",12
2000,"Krystalynn",12
2000,"Krystan",8
2000,"Krystel",17
2000,"Krystelle",6
2000,"Krysten",108
2000,"Krysti",7
2000,"Krystian",70
2000,"Krystiana",12
2000,"Krystin",58
2000,"Krystina",91
2000,"Krystine",12
2000,"Krystle",41
2000,"Krystofer",13
2000,"Krystopher",23
2000,"Krystyn",22
2000,"Krystyna",30
2000,"Krzysztof",9
2001,"Kraig",20
2001,"Kreed",7
2001,"Kreena",5
2001,"Kreston",5
2001,"Krew",11
2001,"Kripa",5
2001,"Kris",80
2001,"Krisandra",6
2001,"Kriselle",5
2001,"Krish",21
2001,"Krisha",15
2001,"Krishan",13
2001,"Krishana",7
2001,"Krishani",5
2001,"Krishawn",6
2001,"Krishna",93
2001,"Krishon",9
2001,"Krislyn",44
2001,"Krislynn",15
2001,"Kriss",7
2001,"Krissa",18
2001,"Krissia",5
2001,"Krissy",27
2001,"Krista",621
2001,"Kristal",141
2001,"Kristalyn",10
2001,"Kristan",42
2001,"Kristasia",6
2001,"Kristeen",5
2001,"Kristeena",12
2001,"Kristel",19
2001,"Kristelle",5
2001,"Kristen",2006
2001,"Kristena",8
2001,"Kristi",134
2001,"Kristia",8
2001,"Kristian",703
2001,"Kristiana",79
2001,"Kristianna",25
2001,"Kristie",68
2001,"Kristin",970
2001,"Kristina",1281
2001,"Kristine",261
2001,"Kristion",7
2001,"Kristjan",10
2001,"Kristlyn",7
2001,"Kristof",17
2001,"Kristofer",167
2001,"Kristoff",15
2001,"Kristoffer",34
2001,"Kriston",18
2001,"Kristopher",883
2001,"Kristos",7
2001,"Kristy",207
2001,"Kristyana",7
2001,"Kristyanna",6
2001,"Kristyn",137
2001,"Kristyna",14
2001,"Krithi",7
2001,"Krithika",6
2001,"Kriti",7
2001,"Kritika",6
2001,"Krizia",6
2001,"Kron",10
2001,"Kross",16
2001,"Krupa",20
2001,"Kruti",6
2001,"Kruz",9
2001,"Kryslin",8
2001,"Kryslyn",6
2001,"Krysta",138
2001,"Krystal",795
2001,"Krystalyn",11
2001,"Krystalynn",10
2001,"Krystan",6
2001,"Krystel",9
2001,"Krystelle",7
2001,"Krysten",68
2001,"Krysti",6
2001,"Krystian",76
2001,"Krystiana",11
2001,"Krystianna",5
2001,"Krystin",58
2001,"Krystina",76
2001,"Krystine",5
2001,"Krystle",19
2001,"Krystofer",7
2001,"Krystopher",24
2001,"Krystyn",25
2001,"Krystyna",30
2001,"Krzysztof",10
2002,"Kraig",26
2002,"Kramer",6
2002,"Krayton",5
2002,"Kree",7
2002,"Kreed",5
2002,"Krew",10
2002,"Krimson",6
2002,"Krina",7
2002,"Kripa",5
2002,"Kris",88
2002,"Krisa",5
2002,"Krisalyn",5
2002,"Krischan",7
2002,"Krish",85
2002,"Krisha",28
2002,"Krishan",20
2002,"Krishauna",5
2002,"Krishawn",8
2002,"Krishelle",5
2002,"Krishi",21
2002,"Krishna",104
2002,"Krishon",5
2002,"Krislyn",37
2002,"Krislynn",19
2002,"Krisna",13
2002,"Krissa",15
2002,"Krissi",5
2002,"Krissie",5
2002,"Krissy",19
2002,"Krista",595
2002,"Kristabel",5
2002,"Kristain",6
2002,"Kristal",133
2002,"Kristalyn",13
2002,"Kristan",36
2002,"Kristeen",6
2002,"Kristel",20
2002,"Kristella",6
2002,"Kristelle",8
2002,"Kristen",1728
2002,"Kristena",9
2002,"Kristene",7
2002,"Kristi",123
2002,"Kristian",647
2002,"Kristiana",70
2002,"Kristiane",5
2002,"Kristianna",31
2002,"Kristianne",5
2002,"Kristie",60
2002,"Kristien",5
2002,"Kristin",836
2002,"Kristina",1158
2002,"Kristine",221
2002,"Kristion",6
2002,"Kristiona",5
2002,"Kristjan",9
2002,"Kristlyn",5
2002,"Kristof",12
2002,"Kristofer",160
2002,"Kristoff",20
2002,"Kristoffer",48
2002,"Kristofor",5
2002,"Kriston",15
2002,"Kristopher",836
2002,"Kristy",215
2002,"Kristyann",5
2002,"Kristyanna",5
2002,"Kristyn",118
2002,"Kristyna",8
2002,"Kristyne",5
2002,"Krithi",5
2002,"Krithika",12
2002,"Kriti",11
2002,"Kritika",12
2002,"Krizia",7
2002,"Kron",6
2002,"Kros",5
2002,"Kross",10
2002,"Krsna",5
2002,"Krupa",11
2002,"Krushi",6
2002,"Kruz",11
2002,"Kryslin",6
2002,"Kryslynn",5
2002,"Krysta",136
2002,"Krystal",742
2002,"Krystalin",6
2002,"Krystalyn",5
2002,"Krystalynn",11
2002,"Krystan",10
2002,"Krystel",12
2002,"Krystelle",10
2002,"Krysten",75
2002,"Krystena",5
2002,"Krysti",5
2002,"Krystian",64
2002,"Krystiana",11
2002,"Krystianna",6
2002,"Krystin",44
2002,"Krystina",49
2002,"Krystine",11
2002,"Krystle",20
2002,"Krystof",5
2002,"Krystofer",7
2002,"Krystopher",20
2002,"Krystyn",8
2002,"Krystyna",19
2002,"Krzysztof",13
2003,"Kraig",23
2003,"Kreed",7
2003,"Kreindy",6
2003,"Krew",8
2003,"Krillin",5
2003,"Kris",71
2003,"Krisalyn",7
2003,"Krisann",5
2003,"Krischan",7
2003,"Krish",121
2003,"Krisha",26
2003,"Krishan",11
2003,"Krishara",5
2003,"Krishawna",7
2003,"Krishna",105
2003,"Krishon",6
2003,"Krishona",5
2003,"Krislin",5
2003,"Krislyn",55
2003,"Krislynn",11
2003,"Krisna",5
2003,"Kriss",9
2003,"Krissa",16
2003,"Krissy",16
2003,"Krista",679
2003,"Kristal",122
2003,"Kristalyn",15
2003,"Kristalynn",7
2003,"Kristan",35
2003,"Kristana",6
2003,"Kristanna",11
2003,"Kristeen",7
2003,"Kristeena",6
2003,"Kristel",18
2003,"Kristelle",9
2003,"Kristen",1453
2003,"Kristi",108
2003,"Kristia",6
2003,"Kristian",664
2003,"Kristiana",91
2003,"Kristianna",38
2003,"Kristie",70
2003,"Kristin",715
2003,"Kristina",1033
2003,"Kristine",197
2003,"Kristion",9
2003,"Kristjan",8
2003,"Kristlyn",8
2003,"Kristof",14
2003,"Kristofer",133
2003,"Kristoff",12
2003,"Kristoffer",37
2003,"Kristofor",6
2003,"Kriston",11
2003,"Kristopher",784
2003,"Kristy",191
2003,"Kristyana",8
2003,"Kristyanna",7
2003,"Kristyle",5
2003,"Kristyn",96
2003,"Kristyna",13
2003,"Krithik",5
2003,"Krithika",10
2003,"Kriti",16
2003,"Kriya",5
2003,"Kross",9
2003,"Krupa",13
2003,"Kruthi",6
2003,"Kruti",8
2003,"Kruz",20
2003,"Kryslyn",5
2003,"Krysta",130
2003,"Krystal",736
2003,"Krystalyn",6
2003,"Krystan",8
2003,"Krystel",14
2003,"Krystelle",6
2003,"Krysten",60
2003,"Krystena",7
2003,"Krystian",75
2003,"Krystiana",13
2003,"Krystianna",10
2003,"Krystin",35
2003,"Krystina",66
2003,"Krystine",5
2003,"Krystle",21
2003,"Krystofer",7
2003,"Krystopher",20
2003,"Krystyn",11
2003,"Krystyna",30
2003,"Krzysztof",14
2004,"Kraig",22
2004,"Kraven",14
2004,"Kree",5
2004,"Kreighton",5
2004,"Kreston",8
2004,"Krew",6
2004,"Krimson",5
2004,"Krina",7
2004,"Kripa",5
2004,"Kris",81
2004,"Krisa",6
2004,"Krisalyn",21
2004,"Krisalynn",5
2004,"Krisandra",9
2004,"Krischan",6
2004,"Krisean",5
2004,"Krish",127
2004,"Krisha",40
2004,"Krishan",20
2004,"Krishaun",7
2004,"Krishawn",10
2004,"Krishi",5
2004,"Krishn",5
2004,"Krishna",116
2004,"Krishnan",5
2004,"Krislyn",38
2004,"Krislynn",14
2004,"Krisna",8
2004,"Kriss",5
2004,"Krissa",16
2004,"Krissia",5
2004,"Krissy",15
2004,"Krista",526
2004,"Kristal",134
2004,"Kristalyn",10
2004,"Kristalynn",7
2004,"Kristan",29
2004,"Kristana",5
2004,"Kristanna",12
2004,"Kristeena",7
2004,"Kristel",19
2004,"Kristell",11
2004,"Kristelle",10
2004,"Kristen",1241
2004,"Kristena",8
2004,"Kristi",79
2004,"Kristia",5
2004,"Kristian",599
2004,"Kristiana",83
2004,"Kristiann",6
2004,"Kristianna",39
2004,"Kristianne",5
2004,"Kristie",48
2004,"Kristien",5
2004,"Kristin",565
2004,"Kristina",972
2004,"Kristine",212
2004,"Kristion",10
2004,"Kristiona",5
2004,"Kristjan",14
2004,"Kristlynn",5
2004,"Kristof",10
2004,"Kristofer",142
2004,"Kristoff",8
2004,"Kristoffer",43
2004,"Kriston",14
2004,"Kristopher",748
2004,"Kristupas",5
2004,"Kristy",167
2004,"Kristyana",8
2004,"Kristyn",92
2004,"Kristyna",14
2004,"Krithi",7
2004,"Krithik",5
2004,"Krithika",9
2004,"Kriti",14
2004,"Kritika",11
2004,"Kron",9
2004,"Kross",18
2004,"Krupa",12
2004,"Kruz",13
2004,"Krymson",5
2004,"Kryssa",8
2004,"Krysta",121
2004,"Krystal",702
2004,"Krystalyn",10
2004,"Krystan",7
2004,"Krystel",7
2004,"Krystell",7
2004,"Krystelle",7
2004,"Krysten",54
2004,"Krystian",71
2004,"Krystiana",15
2004,"Krystianna",8
2004,"Krystin",42
2004,"Krystina",75
2004,"Krystine",16
2004,"Krystle",14
2004,"Krystofer",6
2004,"Krystopher",18
2004,"Krystyn",15
2004,"Krystyna",18
2004,"Krzysztof",11
2005,"Kraig",18
2005,"Kramer",6
2005,"Kraven",10
2005,"Kree",5
2005,"Kreed",6
2005,"Kreg",5
2005,"Krew",9
2005,"Kricia",6
2005,"Krina",6
2005,"Kripa",9
2005,"Kris",84
2005,"Krisalyn",29
2005,"Krisandra",7
2005,"Krischan",5
2005,"Krischelle",5
2005,"Krish",166
2005,"Krisha",52
2005,"Krishan",13
2005,"Krishauna",7
2005,"Krishawn",9
2005,"Krishi",8
2005,"Krishiv",11
2005,"Krishna",105
2005,"Krisily",11
2005,"Krislyn",53
2005,"Krislynn",15
2005,"Krisna",6
2005,"Krissa",12
2005,"Krissy",18
2005,"Krista",481
2005,"Kristabelle",6
2005,"Kristal",118
2005,"Kristalyn",17
2005,"Kristalynn",8
2005,"Kristan",35
2005,"Kristanna",5
2005,"Kristasia",7
2005,"Kristeen",5
2005,"Kristel",17
2005,"Kristell",7
2005,"Kristelle",5
2005,"Kristen",996
2005,"Kristena",6
2005,"Kristi",94
2005,"Kristian",657
2005,"Kristiana",82
2005,"Kristianna",37
2005,"Kristie",48
2005,"Kristien",7
2005,"Kristin",544
2005,"Kristina",902
2005,"Kristine",186
2005,"Kristion",11
2005,"Kristiona",5
2005,"Kristjan",7
2005,"Kristlyn",6
2005,"Kristof",7
2005,"Kristofer",103
2005,"Kristoff",5
2005,"Kristoffer",37
2005,"Kristofor",6
2005,"Kriston",18
2005,"Kristopher",704
2005,"Kristos",8
2005,"Kristy",162
2005,"Kristyana",10
2005,"Kristyanna",7
2005,"Kristyn",79
2005,"Kristyna",13
2005,"Krithi",11
2005,"Krithik",5
2005,"Krithika",7
2005,"Kriti",13
2005,"Kritika",6
2005,"Kriya",8
2005,"Krizia",9
2005,"Kron",7
2005,"Kross",11
2005,"Krupa",12
2005,"Kruz",13
2005,"Krys",6
2005,"Kryslin",6
2005,"Kryslyn",10
2005,"Kryslynn",5
2005,"Kryssa",7
2005,"Krysta",106
2005,"Krystal",719
2005,"Krystalyn",10
2005,"Krystan",9
2005,"Krystel",16
2005,"Krystelle",5
2005,"Krysten",52
2005,"Krystian",78
2005,"Krystiana",15
2005,"Krystianna",5
2005,"Krystin",28
2005,"Krystina",62
2005,"Krystine",8
2005,"Krystle",13
2005,"Krystof",5
2005,"Krystofer",6
2005,"Krystopher",15
2005,"Krystyn",8
2005,"Krystyna",23
2005,"Krzysztof",5
2006,"Kraig",21
2006,"Kramer",8
2006,"Kraven",17
2006,"Kree",6
2006,"Kreed",10
2006,"Krew",27
2006,"Krina",9
2006,"Kripa",14
2006,"Kris",97
2006,"Krisalyn",33
2006,"Krisalynn",6
2006,"Krish",371
2006,"Krisha",53
2006,"Krishan",19
2006,"Krishawn",8
2006,"Krishay",6
2006,"Krishiv",10
2006,"Krishna",101
2006,"Krisia",5
2006,"Krislyn",45
2006,"Krislynn",23
2006,"Krisna",5
2006,"Kriss",12
2006,"Krissa",10
2006,"Krissia",9
2006,"Krissie",9
2006,"Krissy",15
2006,"Krista",408
2006,"Kristal",88
2006,"Kristalyn",24
2006,"Kristan",25
2006,"Kristanna",9
2006,"Kristel",18
2006,"Kristelle",6
2006,"Kristen",888
2006,"Kristena",9
2006,"Kristi",79
2006,"Kristian",657
2006,"Kristiana",83
2006,"Kristiane",5
2006,"Kristianna",42
2006,"Kristie",51
2006,"Kristien",5
2006,"Kristin",521
2006,"Kristina",794
2006,"Kristine",173
2006,"Kristion",12
2006,"Kristiona",5
2006,"Kristjan",10
2006,"Kristo",5
2006,"Kristof",10
2006,"Kristofer",132
2006,"Kristoff",13
2006,"Kristoffer",27
2006,"Kriston",9
2006,"Kristopher",758
2006,"Kristy",149
2006,"Kristyana",6
2006,"Kristyn",68
2006,"Kristyna",7
2006,"Krithi",8
2006,"Krithik",8
2006,"Krithika",8
2006,"Kriti",17
2006,"Kritika",17
2006,"Kriya",9
2006,"Kron",9
2006,"Kross",13
2006,"Krrish",24
2006,"Krue",5
2006,"Krupa",11
2006,"Kruthi",6
2006,"Kruz",34
2006,"Krys",5
2006,"Kryslyn",6
2006,"Kryslynn",6
2006,"Krysta",87
2006,"Krystah",5
2006,"Krystal",603
2006,"Krystalee",6
2006,"Krystalin",5
2006,"Krystalyn",9
2006,"Krystalynn",8
2006,"Krystan",10
2006,"Krystel",14
2006,"Krystelle",7
2006,"Krysten",41
2006,"Krystian",88
2006,"Krystiana",17
2006,"Krystianna",5
2006,"Krystie",5
2006,"Krystin",23
2006,"Krystina",51
2006,"Krystine",7
2006,"Krystle",17
2006,"Krystofer",7
2006,"Krystopher",27
2006,"Krystyn",9
2006,"Krystyna",16
2006,"Krzysztof",14
2007,"Kraig",16
2007,"Kraven",9
2007,"Krayton",10
2007,"Kree",6
2007,"Kreed",13
2007,"Krew",35
2007,"Krimson",6
2007,"Krina",11
2007,"Kripa",8
2007,"Kris",92
2007,"Krisalyn",12
2007,"Krisalynn",9
2007,"Kriselle",5
2007,"Krish",345
2007,"Krisha",55
2007,"Krishan",9
2007,"Krishawn",8
2007,"Krishay",7
2007,"Krishi",6
2007,"Krishiv",28
2007,"Krishn",6
2007,"Krishna",123
2007,"Krishnan",5
2007,"Krishtian",5
2007,"Krislin",5
2007,"Krislyn",51
2007,"Krislynn",25
2007,"Kriss",10
2007,"Krissa",20
2007,"Krissi",7
2007,"Krissia",7
2007,"Krissie",6
2007,"Krissy",13
2007,"Krista",355
2007,"Kristabelle",5
2007,"Kristal",106
2007,"Kristalee",5
2007,"Kristalyn",14
2007,"Kristan",32
2007,"Kristanna",6
2007,"Kristasia",5
2007,"Kristel",17
2007,"Kristell",6
2007,"Kristelle",7
2007,"Kristen",780
2007,"Kristena",5
2007,"Kristhian",5
2007,"Kristi",48
2007,"Kristian",639
2007,"Kristiana",78
2007,"Kristianna",36
2007,"Kristie",32
2007,"Kristin",362
2007,"Kristina",723
2007,"Kristine",177
2007,"Kristion",11
2007,"Kristjan",9
2007,"Kristo",5
2007,"Kristobal",5
2007,"Kristof",9
2007,"Kristofer",118
2007,"Kristoff",15
2007,"Kristoffer",42
2007,"Kristofor",6
2007,"Kriston",8
2007,"Kristopher",693
2007,"Kristy",158
2007,"Kristyana",11
2007,"Kristyn",68
2007,"Kristyna",11
2007,"Krisztian",7
2007,"Krithi",6
2007,"Krithik",7
2007,"Krithika",6
2007,"Kriti",16
2007,"Kritika",7
2007,"Kriya",5
2007,"Kron",6
2007,"Kross",14
2007,"Krrish",17
2007,"Krue",7
2007,"Krupa",8
2007,"Kruz",34
2007,"Kruze",5
2007,"Kryssa",6
2007,"Krysta",77
2007,"Krystal",615
2007,"Krystall",6
2007,"Krystalyn",10
2007,"Krystalynn",10
2007,"Krystel",15
2007,"Krystell",6
2007,"Krystelle",9
2007,"Krysten",34
2007,"Krystian",96
2007,"Krystiana",20
2007,"Krystin",19
2007,"Krystina",77
2007,"Krystine",7
2007,"Krystle",12
2007,"Krystofer",8
2007,"Krystopher",18
2007,"Krystyn",8
2007,"Krystyna",17
2007,"Krzysztof",12
2008,"Kraig",11
2008,"Kratos",6
2008,"Kraven",15
2008,"Krayton",8
2008,"Krew",51
2008,"Krimson",5
2008,"Krina",6
2008,"Kripa",10
2008,"Kris",93
2008,"Krisalyn",7
2008,"Krisanna",6
2008,"Krish",261
2008,"Krisha",53
2008,"Krishan",9
2008,"Krishawn",7
2008,"Krishay",5
2008,"Krishiv",23
2008,"Krishn",5
2008,"Krishna",108
2008,"Krishon",5
2008,"Krislyn",43
2008,"Krislynn",30
2008,"Kriss",13
2008,"Krissa",18
2008,"Krissi",5
2008,"Krissia",5
2008,"Krissie",5
2008,"Krissy",16
2008,"Krista",311
2008,"Kristabella",6
2008,"Kristal",96
2008,"Kristalyn",16
2008,"Kristan",27
2008,"Kristeena",7
2008,"Kristel",20
2008,"Kristella",5
2008,"Kristelle",5
2008,"Kristen",656
2008,"Kristhian",5
2008,"Kristi",55
2008,"Kristian",613
2008,"Kristiana",79
2008,"Kristianna",33
2008,"Kristie",42
2008,"Kristijan",6
2008,"Kristin",322
2008,"Kristina",636
2008,"Kristine",158
2008,"Kristion",14
2008,"Kristiona",5
2008,"Kristjan",13
2008,"Kristlyn",5
2008,"Kristo",5
2008,"Kristof",6
2008,"Kristofer",135
2008,"Kristoff",14
2008,"Kristoffer",44
2008,"Kristofor",5
2008,"Kriston",23
2008,"Kristopher",678
2008,"Kristy",142
2008,"Kristyana",13
2008,"Kristyn",69
2008,"Kristyna",12
2008,"Krisztian",8
2008,"Krithi",12
2008,"Krithik",15
2008,"Krithika",7
2008,"Kriti",20
2008,"Kritika",7
2008,"Kriya",5
2008,"Kriz",7
2008,"Krizia",5
2008,"Kron",6
2008,"Kross",15
2008,"Krrish",7
2008,"Kru",9
2008,"Krue",8
2008,"Kruse",5
2008,"Krush",5
2008,"Kruz",56
2008,"Kruze",5
2008,"Kryslyn",6
2008,"Krysta",67
2008,"Krystal",554
2008,"Krystall",5
2008,"Krystalyn",13
2008,"Krystalynn",12
2008,"Krystel",10
2008,"Krysten",40
2008,"Krystian",93
2008,"Krystiana",21
2008,"Krystie",5
2008,"Krystin",21
2008,"Krystina",56
2008,"Krystine",8
2008,"Krystle",12
2008,"Krystofer",8
2008,"Krystopher",18
2008,"Krystyn",9
2008,"Krystyna",12
2008,"Kryton",5
2008,"Krzysztof",9
2009,"Kraig",14
2009,"Kratos",10
2009,"Kraven",6
2009,"Kreed",16
2009,"Kreighton",6
2009,"Krew",58
2009,"Krey",5
2009,"Kreyton",5
2009,"Krimson",7
2009,"Kripa",8
2009,"Kris",117
2009,"Krisalyn",14
2009,"Krisean",6
2009,"Krisette",9
2009,"Krish",238
2009,"Krisha",64
2009,"Krishan",6
2009,"Krishaun",7
2009,"Krishav",5
2009,"Krishawn",10
2009,"Krishay",6
2009,"Krishiv",20
2009,"Krishna",100
2009,"Krishon",9
2009,"Krislin",6
2009,"Krislyn",43
2009,"Krislynn",22
2009,"Kriss",7
2009,"Krissa",14
2009,"Krissy",15
2009,"Krista",254
2009,"Kristain",5
2009,"Kristal",89
2009,"Kristalee",6
2009,"Kristalyn",22
2009,"Kristan",20
2009,"Kristel",23
2009,"Kristelle",6
2009,"Kristen",578
2009,"Kristhian",5
2009,"Kristi",55
2009,"Kristia",6
2009,"Kristian",615
2009,"Kristiana",76
2009,"Kristianna",27
2009,"Kristie",37
2009,"Kristin",260
2009,"Kristina",588
2009,"Kristine",139
2009,"Kristion",9
2009,"Kristjan",8
2009,"Kristlyn",5
2009,"Kristo",10
2009,"Kristof",11
2009,"Kristofer",75
2009,"Kristoff",17
2009,"Kristoffer",30
2009,"Kriston",8
2009,"Kristopher",641
2009,"Kristos",5
2009,"Kristy",116
2009,"Kristyana",8
2009,"Kristyanna",6
2009,"Kristyn",49
2009,"Kristyna",8
2009,"Kristyne",6
2009,"Krithi",13
2009,"Krithik",9
2009,"Krithika",7
2009,"Kriti",15
2009,"Kritika",8
2009,"Kriya",6
2009,"Kriz",6
2009,"Krosby",5
2009,"Kross",16
2009,"Kru",18
2009,"Krue",15
2009,"Kruise",6
2009,"Krupa",10
2009,"Kruse",5
2009,"Kruthi",5
2009,"Kruz",78
2009,"Kruze",6
2009,"Kryslyn",7
2009,"Kryslynn",10
2009,"Krysta",63
2009,"Krystal",454
2009,"Krystalyn",13
2009,"Krystalynn",9
2009,"Krystan",5
2009,"Krystel",7
2009,"Krysten",34
2009,"Krystian",102
2009,"Krystiana",12
2009,"Krystie",5
2009,"Krystin",25
2009,"Krystina",46
2009,"Krystine",9
2009,"Krystle",6
2009,"Krystopher",21
2009,"Krystyna",16
2009,"Kryztal",5
2009,"Krzysztof",12
2010,"Kraig",9
2010,"Kraven",12
2010,"Krayton",7
2010,"Kreed",23
2010,"Kreindy",7
2010,"Krew",70
2010,"Krimson",12
2010,"Krina",9
2010,"Kripa",6
2010,"Kris",66
2010,"Krisalyn",12
2010,"Krisalynn",5
2010,"Krisette",9
2010,"Krish",247
2010,"Krisha",66
2010,"Krishan",9
2010,"Krishang",6
2010,"Krishaun",5
2010,"Krishawn",6
2010,"Krishawna",5
2010,"Krishay",11
2010,"Krishelle",5
2010,"Krishiv",24
2010,"Krishna",91
2010,"Krislyn",44
2010,"Krislynn",36
2010,"Krissa",20
2010,"Krissia",7
2010,"Krissy",12
2010,"Krista",222
2010,"Kristal",85
2010,"Kristalyn",14
2010,"Kristalynn",10
2010,"Kristan",18
2010,"Kristel",32
2010,"Kristell",5
2010,"Kristelle",10
2010,"Kristen",521
2010,"Kristhian",5
2010,"Kristi",30
2010,"Kristian",529
2010,"Kristiana",77
2010,"Kristianna",37
2010,"Kristiano",6
2010,"Kristie",25
2010,"Kristijan",6
2010,"Kristin",228
2010,"Kristina",495
2010,"Kristine",127
2010,"Kristion",10
2010,"Kristlyn",5
2010,"Kristo",6
2010,"Kristof",10
2010,"Kristofer",89
2010,"Kristoff",5
2010,"Kristoffer",30
2010,"Kriston",12
2010,"Kristopher",552
2010,"Kristy",105
2010,"Kristyn",45
2010,"Kristyna",10
2010,"Krithi",8
2010,"Krithik",14
2010,"Krithika",10
2010,"Kriti",27
2010,"Kritika",7
2010,"Kriya",6
2010,"Kriz",7
2010,"Kron",5
2010,"Krosby",10
2010,"Kross",16
2010,"Kru",11
2010,"Krue",14
2010,"Krupa",7
2010,"Kruz",86
2010,"Kruze",12
2010,"Krymson",6
2010,"Kryssa",5
2010,"Krysta",65
2010,"Krystal",391
2010,"Krystalee",5
2010,"Krystalyn",5
2010,"Krystalynn",10
2010,"Krystel",25
2010,"Krysten",29
2010,"Krystian",74
2010,"Krystiana",19
2010,"Krystianna",6
2010,"Krystin",20
2010,"Krystina",51
2010,"Krystine",9
2010,"Krystle",5
2010,"Krystopher",21
2010,"Krystyn",6
2010,"Krystyna",6
2010,"Krzysztof",9
2011,"Kraig",14
2011,"Kratos",7
2011,"Kraven",8
2011,"Krayson",5
2011,"Kreed",11
2011,"Krew",84
2011,"Krimson",12
2011,"Krina",9
2011,"Kripa",6
2011,"Kris",70
2011,"Krisalyn",12
2011,"Krischelle",5
2011,"Krisette",12
2011,"Krish",240
2011,"Krisha",58
2011,"Krishan",6
2011,"Krishang",7
2011,"Krishaun",5
2011,"Krishav",5
2011,"Krishawn",7
2011,"Krishiv",24
2011,"Krishna",99
2011,"Krislyn",34
2011,"Krislynn",20
2011,"Krissa",10
2011,"Krissia",6
2011,"Krissie",5
2011,"Krissy",20
2011,"Krista",185
2011,"Kristabella",9
2011,"Kristabelle",5
2011,"Kristal",70
2011,"Kristalyn",13
2011,"Kristalynn",9
2011,"Kristan",15
2011,"Kristeena",5
2011,"Kristel",122
2011,"Kristell",19
2011,"Kristella",5
